step,method,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance,mean_path_error_to_sgd,mean_coord_1,mean_coord_2,lr,method_base
74,standard_langevin lr=0.03,-0.0014389412332093342,0.0008587935510863656,-0.0021917069706854147,-0.000686175495733254,4.3272535e-06,0.00467056967318058,0.004102744627743959,-0.03575494885444641,0.03,standard_langevin
75,standard_langevin lr=0.03,-0.0014613031802582555,0.0008914077840871699,-0.0022426565534076712,-0.0006799498071088397,4.6097675e-06,0.004711143206804991,0.004136237781494856,-0.03619521111249924,0.03,standard_langevin
76,standard_langevin lr=0.03,-0.0014811052555160132,0.0008909237419832405,-0.002262034347054473,-0.0007001761639775537,3.9299916e-06,0.004891474265605211,0.004109598696231842,-0.0367867611348629,0.03,standard_langevin
77,standard_langevin lr=0.03,-0.0014890739774273242,0.0008919805919682924,-0.0022709294388219533,-0.0007072185160326952,3.951437e-06,0.0051777902990579605,0.004166781436651945,-0.03733135387301445,0.03,standard_langevin
78,standard_langevin lr=0.03,-0.0014678989071398973,0.0008613455091566388,-0.002222901534490555,-0.0007128962797892398,3.640004e-06,0.005092038307338953,0.004360171500593424,-0.03793930262327194,0.03,standard_langevin
79,standard_langevin lr=0.03,-0.001491359039209783,0.0008418685820686118,-0.0022292893872394794,-0.0007534286911800867,4.0768705e-06,0.005304332822561264,0.004621119238436222,-0.038305945694446564,0.03,standard_langevin
80,standard_langevin lr=0.03,-0.0015291970848920755,0.0008125975921911688,-0.002241470279052981,-0.0008169238907311701,3.8889234e-06,0.0056882197968661785,0.0048310174606740475,-0.03906502202153206,0.03,standard_langevin
0,modified_langevin lr=0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,modified_langevin
1,modified_langevin lr=0.03,5.935348781349603e-05,8.968868705348293e-05,-1.9262112603706883e-05,0.00013796908823069894,9.8703346e-08,0.0003793703217525035,7.651151827303693e-05,-0.00019011418044101447,0.03,modified_langevin
2,modified_langevin lr=0.03,0.0001169075861980673,0.00010879070671650619,2.1548327307033803e-05,0.0002122668450891008,2.0951764e-07,0.0004140075179748237,0.0002297575556440279,-0.0006147774984128773,0.03,modified_langevin
3,modified_langevin lr=0.03,7.242414067150093e-05,0.00018060798204796983,-8.588573558272138e-05,0.00023073401692572326,3.127476e-07,0.0009290620218962431,0.00045590492663905025,-0.001093455357477069,0.03,modified_langevin
4,modified_langevin lr=0.03,0.00015881718863965943,0.00018271933246525882,-1.3433678530561251e-06,0.000318977745132375,4.2536112e-07,0.0010181472171097994,0.000565797439776361,-0.0014457966899499297,0.03,modified_langevin
5,modified_langevin lr=0.03,0.00024384868738707154,0.00036813712927181205,-7.883773388154099e-05,0.000566535108655684,6.9268066e-07,0.0011361243668943644,0.0008768340339884162,-0.0018661689246073365,0.03,modified_langevin
6,modified_langevin lr=0.03,0.0002170300023863092,0.00023412846850654872,1.1807351335273066e-05,0.0004222526534373453,5.5481735e-07,0.0011795321479439735,0.0008103600703179836,-0.0023479219526052475,0.03,modified_langevin
7,modified_langevin lr=0.03,7.049984997138381e-05,0.00026386035414405846,-0.00016078394789446318,0.00030178364783723077,5.3020915e-07,0.0011981100542470813,0.00044575767242349684,-0.002972781891003251,0.03,modified_langevin
8,modified_langevin lr=0.03,-1.7828682030085474e-05,0.00022332219777498617,-0.00021357921915301782,0.0001779218550928469,6.2966376e-07,0.0015307138673961163,0.0004505386168602854,-0.0034389602951705456,0.03,modified_langevin
9,modified_langevin lr=0.03,-9.235740144504234e-05,0.0002191656048938448,-0.00028446452426706136,9.974972137697669e-05,8.260531e-07,0.001546481973491609,0.00036267671384848654,-0.003938346169888973,0.03,modified_langevin
10,modified_langevin lr=0.03,-8.115262317005545e-05,0.00021996058064883492,-0.00027395657296489434,0.00011165132662478346,9.5134084e-07,0.0013959809439256787,0.0005366170080378652,-0.004634491633623838,0.03,modified_langevin
11,modified_langevin lr=0.03,-8.335890306625515e-05,0.00017869813004989607,-0.00023999472023377203,7.32769141012617e-05,9.49494e-07,0.001319357194006443,0.0006828900659456849,-0.005256220232695341,0.03,modified_langevin
12,modified_langevin lr=0.03,-8.314067890751176e-05,0.0001556664146447318,-0.00021958830741155308,5.330694959652955e-05,8.847096e-07,0.0016243087593466043,0.000783436291385442,-0.005628033075481653,0.03,modified_langevin
13,modified_langevin lr=0.03,-0.00025483842837275005,0.00017836654597934686,-0.0004111835992876413,-9.849325745785878e-05,8.8654156e-07,0.001966276904568076,0.0007360692252404988,-0.006221798248589039,0.03,modified_langevin
14,modified_langevin lr=0.03,-0.0002849294476618525,0.000274595152904292,-0.0005256227115107432,-4.423618381296172e-05,8.7674334e-07,0.0019530574791133404,0.0005814970354549587,-0.0068159932270646095,0.03,modified_langevin
15,modified_langevin lr=0.03,-0.00037933950370643287,0.00019605855072764557,-0.0005511924005292986,-0.0002074866068835672,8.509683e-07,0.0020111803896725178,0.00039038166869431734,-0.007156394422054291,0.03,modified_langevin
16,modified_langevin lr=0.03,-0.0003420457884203643,0.00019383913529789202,-0.0005119532818449035,-0.000172138294995825,1.0790517e-06,0.00232735276222229,0.0004699165001511574,-0.007711425423622131,0.03,modified_langevin
17,modified_langevin lr=0.03,-0.0004825016629183665,0.0003842687202597719,-0.0008193280471284251,-0.00014567527870830785,1.4521289e-06,0.002148468280211091,0.000313192285830155,-0.008200075477361679,0.03,modified_langevin
18,modified_langevin lr=0.03,-0.00038927121204324067,0.00033900025632685417,-0.0006864180381176267,-9.21243859688546e-05,1.4596225e-06,0.0022804520558565855,0.0004439071344677359,-0.008348578587174416,0.03,modified_langevin
19,modified_langevin lr=0.03,-0.00047982044343370945,0.00040604403853994515,-0.0008357337356709833,-0.00012390715119643567,1.7928769e-06,0.0021633016876876354,0.00037004781188443303,-0.008992975577712059,0.03,modified_langevin
20,modified_langevin lr=0.03,-0.0004182087781373411,0.0002981796590904734,-0.0006795747731330737,-0.00015684278314160856,1.6150502e-06,0.0024474086239933968,0.0008334364974871278,-0.009615026414394379,0.03,modified_langevin
21,modified_langevin lr=0.03,-0.0003177737700752914,0.0002646139545748851,-0.0005497181278432894,-8.582941230729344e-05,1.7460593e-06,0.0027409782633185387,0.001196682220324874,-0.009906482882797718,0.03,modified_langevin
22,modified_langevin lr=0.03,-0.00042910144929919625,0.0003575631098217606,-0.0007425193338638065,-0.00011568356473458597,1.8363653e-06,0.0026951476465910673,0.001045383745804429,-0.010282961651682854,0.03,modified_langevin
23,modified_langevin lr=0.03,-0.00042966236360371114,0.00037418951298115097,-0.0007576539331011214,-0.00010167079410630089,2.064253e-06,0.0027528677601367235,0.0011060775723308325,-0.010860844515264034,0.03,modified_langevin
24,modified_langevin lr=0.03,-0.0004292237834306434,0.0004928849856555767,-0.0008612565219724756,2.808955111188792e-06,2.2284373e-06,0.003263461869210005,0.0012370592448860407,-0.011279953643679619,0.03,modified_langevin
25,modified_langevin lr=0.03,-0.0004436311544850469,0.0005908751384915114,-0.0009615560490306427,7.429374006054894e-05,1.8877232e-06,0.00306886644102633,0.001258107484318316,-0.011989284306764603,0.03,modified_langevin
26,modified_langevin lr=0.03,-0.0005043518845923245,0.0006739638553724628,-0.0010951072506286646,8.64034814440156e-05,2.2518852e-06,0.003135543316602707,0.0011132328072562814,-0.012640640139579773,0.03,modified_langevin
27,modified_langevin lr=0.03,-0.0005521532613784075,0.0007662843261297171,-0.0012238310879593246,0.00011952456520250945,2.2968181e-06,0.0032790920231491327,0.0011469017481431365,-0.013031542301177979,0.03,modified_langevin
28,modified_langevin lr=0.03,-0.0006179741234518587,0.0009290311005286453,-0.0014323057874973074,0.00019635754059358994,2.9719047e-06,0.0035177143290638924,0.0010459113400429487,-0.013617441058158875,0.03,modified_langevin
29,modified_langevin lr=0.03,-0.0005304532242007554,0.0010354714490511938,-0.0014380839673455176,0.00037717751894400693,3.0590593e-06,0.003955382853746414,0.001481482177041471,-0.014075103215873241,0.03,modified_langevin
30,modified_langevin lr=0.03,-0.0006321776047116146,0.0011142546732757933,-0.0016088648886386793,0.00034450967921545016,3.5529345e-06,0.004022968467324972,0.0016783855389803648,-0.014785063453018665,0.03,modified_langevin
31,modified_langevin lr=0.03,-0.0006668238551355898,0.0010650148256052673,-0.0016003505095981865,0.0002667027993270069,3.610551e-06,0.0039014038629829884,0.0016707598697394133,-0.015320338308811188,0.03,modified_langevin
32,modified_langevin lr=0.03,-0.0006756560469511896,0.0010776194290087959,-0.0016202311234293548,0.00026891902952697554,3.7150603e-06,0.004255396313965321,0.001960767898708582,-0.015726160258054733,0.03,modified_langevin
33,modified_langevin lr=0.03,-0.0006827263161540032,0.0010557151979747343,-0.0016081014875940556,0.00024264885528604916,3.855136e-06,0.0040117790922522545,0.0021002250723540783,-0.016169065609574318,0.03,modified_langevin
34,modified_langevin lr=0.03,-0.0006671999115496873,0.0009997003128869723,-0.0015434758713929742,0.00020907604829359958,3.904633e-06,0.0038704685866832733,0.0023308335803449154,-0.016821423545479774,0.03,modified_langevin
35,modified_langevin lr=0.03,-0.0005510640243301168,0.0010329736077675925,-0.0014565053130552812,0.00035437726439504753,3.7156767e-06,0.003835640847682953,0.002759557915851474,-0.017108842730522156,0.03,modified_langevin
36,modified_langevin lr=0.03,-0.0005801456223707646,0.0009438935970570635,-0.0014075048390169492,0.00024721359427542003,4.0395967e-06,0.003877641400322318,0.0027473089285194874,-0.01763066276907921,0.03,modified_langevin
37,modified_langevin lr=0.03,-0.0005863703281647759,0.0009895874863866628,-0.0014537820047483164,0.00028104134841876465,4.177872e-06,0.003761318977922201,0.0027490921784192324,-0.01811375841498375,0.03,modified_langevin
38,modified_langevin lr=0.03,-0.000568394766014535,0.0009613423692036266,-0.0014110485057930186,0.0002742589737639487,3.9080473e-06,0.003417687490582466,0.002778457012027502,-0.018334152176976204,0.03,modified_langevin
39,modified_langevin lr=0.03,-0.0005179565399885177,0.0009928338629238826,-0.0013882137910702294,0.00035230071109319393,4.0979353e-06,0.0034476625733077526,0.0029880229849368334,-0.018672838807106018,0.03,modified_langevin
40,modified_langevin lr=0.03,-0.0006666982313618064,0.001059445773766437,-0.00159534339665952,0.0002619469339359072,4.3564664e-06,0.003324044169858098,0.0027431685011833906,-0.019195690751075745,0.03,modified_langevin
41,modified_langevin lr=0.03,-0.0007447142852470279,0.0011559865668096354,-0.0017579811866765029,0.0002685526161824471,4.268181e-06,0.003427718998864293,0.002683719154447317,-0.019819986075162888,0.03,modified_langevin
42,modified_langevin lr=0.03,-0.0008256844652350992,0.0011405981342121263,-0.0018254628107733342,0.000174093880303136,4.789494e-06,0.0031234603375196457,0.0028315563686192036,-0.020251989364624023,0.03,modified_langevin
43,modified_langevin lr=0.03,-0.0007792851189151407,0.0012066508685841396,-0.0018369612388823547,0.0002783910010520735,4.873575e-06,0.0029136091470718384,0.0029332819394767284,-0.02053249254822731,0.03,modified_langevin
44,modified_langevin lr=0.03,-0.000828174437629059,0.0011483623328865096,-0.0018347584033697741,0.00017840952811165622,4.8059687e-06,0.0030233548022806644,0.00300981174223125,-0.021015217527747154,0.03,modified_langevin
45,modified_langevin lr=0.03,-0.0008030867844354362,0.001154211312984499,-0.0018147976072786253,0.00020862403840775292,4.4311473e-06,0.0027885050512850285,0.00298872753046453,-0.02138907089829445,0.03,modified_langevin
46,modified_langevin lr=0.03,-0.0008015652769245207,0.001197206676708233,-0.00185096319772112,0.0002478326438720785,4.4855965e-06,0.003128782846033573,0.003035105997696519,-0.021816976368427277,0.03,modified_langevin
47,modified_langevin lr=0.03,-0.0008160241646692157,0.0011338890899465599,-0.001809921773623041,0.0001778734442846097,4.4558687e-06,0.003093220293521881,0.003057467518374324,-0.02229512669146061,0.03,modified_langevin
48,modified_langevin lr=0.03,-0.0007946671452373266,0.0011300585921306394,-0.0017852071748175593,0.00019587288434290623,4.6153878e-06,0.002771959872916341,0.0031465180218219757,-0.022835398092865944,0.03,modified_langevin
49,modified_langevin lr=0.03,-0.0007814513053745031,0.0010452078206984962,-0.0016976163545514328,0.00013471374380242662,5.0907365e-06,0.0024350553285330534,0.00324557488784194,-0.023350238800048828,0.03,modified_langevin
50,modified_langevin lr=0.03,-0.0007169008022174239,0.0009972310491287762,-0.0015910123569465714,0.00015721075251172347,4.7261524e-06,0.002359841950237751,0.003505369182676077,-0.023766646161675453,0.03,modified_langevin
51,modified_langevin lr=0.03,-0.0007136702188290656,0.0010603076694011327,-0.0016430708689604257,0.00021573043130229447,4.8793177e-06,0.002390717389062047,0.0037734215147793293,-0.024183401837944984,0.03,modified_langevin
52,modified_langevin lr=0.03,-0.0006550928577780723,0.0011379697517235352,-0.0016525673244854864,0.00034238160892934185,5.223547e-06,0.0022660994436591864,0.003938466310501099,-0.024544842541217804,0.03,modified_langevin
53,modified_langevin lr=0.03,-0.0006528613972477615,0.0011610142174627487,-0.0016705352287792099,0.00036481243428368676,5.0329545e-06,0.0025727483443915844,0.004052437841892242,-0.02509131468832493,0.03,modified_langevin
54,modified_langevin lr=0.03,-0.0006390315131284297,0.001081995159997014,-0.0015874420869274306,0.00030937906067057125,4.1812445e-06,0.00262683373875916,0.004106535576283932,-0.02553904429078102,0.03,modified_langevin
55,modified_langevin lr=0.03,-0.0007245972170494497,0.0010030650467997395,-0.001603822496204754,0.0001546280621058545,3.9664124e-06,0.0030140532180666924,0.004201527219265699,-0.026073411107063293,0.03,modified_langevin
56,modified_langevin lr=0.03,-0.0007478698040358722,0.0009274814931373131,-0.0015608431773148626,6.510356924311809e-05,3.978783e-06,0.003201741259545088,0.004239421337842941,-0.026773527264595032,0.03,modified_langevin
57,modified_langevin lr=0.03,-0.0007571940310299397,0.0010006378242705888,-0.0016342917558331376,0.00011990369377325822,4.796298e-06,0.0032590837217867374,0.004236601758748293,-0.027316812425851822,0.03,modified_langevin
58,modified_langevin lr=0.03,-0.0007972370367497206,0.0010143489600420508,-0.001686353101953336,9.187902845389485e-05,4.942619e-06,0.00354717462323606,0.004420769400894642,-0.0278896726667881,0.03,modified_langevin
59,modified_langevin lr=0.03,-0.000802138401195407,0.0009975971224905472,-0.0016765708333738496,7.229403098303578e-05,4.6140635e-06,0.003589945612475276,0.004425570834428072,-0.0283751729875803,0.03,modified_langevin
60,modified_langevin lr=0.03,-0.0008676298719365149,0.0009404871074719412,-0.001692003168810124,-4.325657506290591e-05,4.9932974e-06,0.0033351262100040913,0.004180210176855326,-0.028871025890111923,0.03,modified_langevin
61,modified_langevin lr=0.03,-0.000864031643141061,0.0009084346841634361,-0.0016603097522489949,-6.775353403312711e-05,5.3391504e-06,0.0031037062872201204,0.004057279322296381,-0.02931344509124756,0.03,modified_langevin
62,modified_langevin lr=0.03,-0.0009621709090424701,0.0008958630787528447,-0.0017474295201509245,-0.00017691229793401566,4.9612886e-06,0.0029362752102315426,0.0038752369582653046,-0.029831567779183388,0.03,modified_langevin
63,modified_langevin lr=0.03,-0.0010450492962263524,0.0008879711000708698,-0.0018233902830173357,-0.0002667083094353691,4.9544356e-06,0.0032628162298351526,0.003908625803887844,-0.030324021354317665,0.03,modified_langevin
64,modified_langevin lr=0.03,-0.0011418839838370331,0.0008717174315592498,-0.00190597800201913,-0.000377789965654936,5.137816e-06,0.003113902872428298,0.003954485524445772,-0.030854245647788048,0.03,modified_langevin
65,modified_langevin lr=0.03,-0.0012325773292104713,0.0009494714227840712,-0.0020648257256736125,-0.00040032893274733004,5.114607e-06,0.002974029863253236,0.00384151260368526,-0.031229745596647263,0.03,modified_langevin
66,modified_langevin lr=0.03,-0.0012774883842212148,0.0009476856915696829,-0.002108171518261469,-0.00044680525018096036,5.2170703e-06,0.0031005979981273413,0.0035865872632712126,-0.03162107616662979,0.03,modified_langevin
67,modified_langevin lr=0.03,-0.0012769702043442521,0.0009395958025743234,-0.0021005622380286786,-0.00045337817065982584,5.0699578e-06,0.0031307365279644728,0.0036810296587646008,-0.03214801102876663,0.03,modified_langevin
68,modified_langevin lr=0.03,-0.0013064008049695985,0.000957039316007707,-0.0021452827523209877,-0.0004675188576182094,5.6454487e-06,0.003373292973265052,0.0037733130156993866,-0.03249943256378174,0.03,modified_langevin
69,modified_langevin lr=0.03,-0.0013432031497359275,0.0010102904087872452,-0.002228761737913145,-0.0004576445615587098,5.60853e-06,0.0039031945634633303,0.0037742536514997482,-0.032919351011514664,0.03,modified_langevin
70,modified_langevin lr=0.03,-0.0013410316161753145,0.0009198336065703971,-0.0021473013213091545,-0.0005347619110414742,5.0447084e-06,0.004115570802241564,0.0039833905175328255,-0.03345823287963867,0.03,modified_langevin
71,modified_langevin lr=0.03,-0.0013669932668562979,0.0008928929882616273,-0.0021496484788635787,-0.000584338054849017,5.14668e-06,0.0039626541547477245,0.0039288802072405815,-0.0340426042675972,0.03,modified_langevin
72,modified_langevin lr=0.03,-0.0013391364744165912,0.0008859649996234733,-0.0021157190366353066,-0.0005625539121978758,5.8349538e-06,0.004550475161522627,0.003948814235627651,-0.03449627384543419,0.03,modified_langevin
73,modified_langevin lr=0.03,-0.0013825149595504626,0.00092998685675842,-0.002197684380868592,-0.0005673455382323334,5.676584e-06,0.004996201489120722,0.00406278669834137,-0.03521168977022171,0.03,modified_langevin
74,modified_langevin lr=0.03,-0.001354667051055003,0.0010052137592812395,-0.00223577575974202,-0.0004735583423679862,5.831815e-06,0.004972362425178289,0.00431048171594739,-0.03571397066116333,0.03,modified_langevin
75,modified_langevin lr=0.03,-0.0013528646588383709,0.0010149766838594223,-0.002242530948227668,-0.00046319836944907404,6.203694e-06,0.005067255347967148,0.00433959299698472,-0.036116767674684525,0.03,modified_langevin
76,modified_langevin lr=0.03,-0.001397556943265954,0.0009802639139186698,-0.002256796148251516,-0.0005383177382803921,5.3251238e-06,0.005335202906280756,0.0042868321761488914,-0.03672835975885391,0.03,modified_langevin
77,modified_langevin lr=0.03,-0.0014151855051750318,0.0009586922808464038,-0.0022555163400899683,-0.0005748546702600955,5.3621557e-06,0.005605327896773815,0.004344476852566004,-0.037329018115997314,0.03,modified_langevin
78,modified_langevin lr=0.03,-0.0014037752058357,0.0009494706914297624,-0.002236022961238525,-0.0005715274504328751,4.966105e-06,0.0055936104618012905,0.004548625089228153,-0.03797387331724167,0.03,modified_langevin
79,modified_langevin lr=0.03,-0.0014356600120663642,0.0009016170588421949,-0.0022259622090982376,-0.0006453578150344907,5.4599e-06,0.0057867891155183315,0.004833024926483631,-0.03829463571310043,0.03,modified_langevin
80,modified_langevin lr=0.03,-0.0015072128735482693,0.0008641132113581075,-0.0022646414988423988,-0.0007497842482541397,5.233826e-06,0.006188482046127319,0.005042907781898975,-0.03908117860555649,0.03,modified_langevin
0,sgd_replacement lr=0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,sgd_replacement
1,sgd_replacement lr=0.09,9.407445541000924e-05,0.0006680126222620446,-0.0004914644248066725,0.0006796133356266911,1.5413788e-06,0.0,0.00032218574779108167,-0.0014880417147651315,0.09,sgd_replacement
2,sgd_replacement lr=0.09,0.000216935713251587,0.0006948929158430037,-0.0003921647831363477,0.0008260362096395217,1.8074702e-06,0.0,0.0007984772091731429,-0.0029416498728096485,0.09,sgd_replacement
3,sgd_replacement lr=0.09,0.00022345941288222094,0.0005246216309906181,-0.0002363917218276174,0.0006833105475920593,1.7740813e-06,0.0,0.0008495654910802841,-0.005231199786067009,0.09,sgd_replacement
4,sgd_replacement lr=0.09,0.0003878212912240997,0.000623386827337249,-0.0001586013550798734,0.0009342439375280727,2.64996e-06,0.0,0.001174895092844963,-0.006831376813352108,0.09,sgd_replacement
5,sgd_replacement lr=0.09,0.000513855047756806,0.00120427596789929,-0.0005417393799769235,0.0015694494754905355,4.1948915e-06,0.0,0.0013774160761386156,-0.008203841745853424,0.09,sgd_replacement
6,sgd_replacement lr=0.09,0.00011933528003282845,0.001223311929502958,-0.0009529449037327488,0.0011916154637984057,4.96688e-06,0.0,0.0014674124540761113,-0.009990045800805092,0.09,sgd_replacement
7,sgd_replacement lr=0.09,-4.697460099123418e-06,0.0011367981442827997,-0.0010011449676054092,0.0009917500474071624,6.182458e-06,0.0,0.0015996333677321672,-0.011972141452133656,0.09,sgd_replacement
8,sgd_replacement lr=0.09,7.562776445411146e-05,0.0012588665103515117,-0.0010278173835095062,0.0011790729124177292,5.9028757e-06,0.0,0.0021295456681400537,-0.013110505416989326,0.09,sgd_replacement
9,sgd_replacement lr=0.09,0.00022568502463400365,0.0010005654264755436,-0.0006513492407038666,0.0011027192899718738,4.771879e-06,0.0,0.002304868772625923,-0.014526096172630787,0.09,sgd_replacement
10,sgd_replacement lr=0.09,-0.00017102108467952347,0.0009489396518322566,-0.0010028033633519516,0.0006607611939929046,5.7715783e-06,0.0,0.0018960507586598396,-0.016542496159672737,0.09,sgd_replacement
11,sgd_replacement lr=0.09,-0.0001981713343411684,0.0007168992210721519,-0.000826561207744089,0.0004302185390617523,5.2952314e-06,0.0,0.0020603069569915533,-0.01754181645810604,0.09,sgd_replacement
12,sgd_replacement lr=0.09,-0.0003420426626689732,0.0007243831357917288,-0.0009769924765558016,0.00029290715121785526,4.523233e-06,0.0,0.0020380443893373013,-0.01908768340945244,0.09,sgd_replacement
13,sgd_replacement lr=0.09,-0.00027421662089182063,0.0009539615160663868,-0.0011104007576463544,0.0005619675158627132,6.352382e-06,0.0,0.0024077545385807753,-0.020143603906035423,0.09,sgd_replacement
14,sgd_replacement lr=0.09,-0.0003692320897243917,0.0006833868853868687,-0.0009682471057418948,0.00022978292629311143,6.167631e-06,0.0,0.0021496363915503025,-0.02147693559527397,0.09,sgd_replacement
15,sgd_replacement lr=0.09,-0.0009645942831411958,0.0010162858127511537,-0.001855408074598235,-7.378049168415646e-05,6.9529474e-06,0.0,0.0018222056096419692,-0.02328541688621044,0.09,sgd_replacement
16,sgd_replacement lr=0.09,-0.0009780397012946196,0.0008005504337163916,-0.0016797530954636816,-0.00027632630712555754,7.047766e-06,0.0,0.0019013095879927278,-0.024675343185663223,0.09,sgd_replacement
17,sgd_replacement lr=0.09,-0.0011401019582990557,0.000726034461062367,-0.0017764992226046634,-0.000503704693993448,6.2581944e-06,0.0,0.002039523795247078,-0.025791829451918602,0.09,sgd_replacement
18,sgd_replacement lr=0.09,-0.0012426141496689525,0.001237802649948507,-0.002327596009930534,-0.0001576322894073711,7.250113e-06,0.0,0.002018287079408765,-0.027720177546143532,0.09,sgd_replacement
19,sgd_replacement lr=0.09,-0.0015724157754448242,0.0011967302454373447,-0.002621396085819765,-0.0005234354650698835,7.1907234e-06,0.0,0.002158400835469365,-0.029097896069288254,0.09,sgd_replacement
20,sgd_replacement lr=0.09,-0.001512612208898645,0.0012205426444987393,-0.002582465007332969,-0.000442759410464321,6.0854422e-06,0.0,0.0021474508102983236,-0.030226806178689003,0.09,sgd_replacement
21,sgd_replacement lr=0.09,-0.0014457306126132608,0.001522205315288323,-0.0027800024004061676,-0.0001114588248203542,8.621478e-06,0.0,0.002639354905113578,-0.03157450258731842,0.09,sgd_replacement
22,sgd_replacement lr=0.09,-0.0016744804073823617,0.0015002694935026804,-0.0029895245996225013,-0.00035943621514222227,7.48261e-06,0.0,0.0026615250390022993,-0.032605454325675964,0.09,sgd_replacement
23,sgd_replacement lr=0.09,-0.0015628828972694465,0.0015135904144924902,-0.0028896033915731846,-0.0002361624029657086,8.440308e-06,0.0,0.002931484952569008,-0.0331931933760643,0.09,sgd_replacement
24,sgd_replacement lr=0.09,-0.0017633362982451216,0.0015149471434701156,-0.003091246017931497,-0.0004354265785587461,7.494394e-06,0.0,0.003182214917615056,-0.034380245953798294,0.09,sgd_replacement
25,sgd_replacement lr=0.09,-0.001888352248352021,0.001621057471681637,-0.0033092717715807406,-0.0004674327251233015,9.440588e-06,0.0,0.003783003194257617,-0.03600968047976494,0.09,sgd_replacement
26,sgd_replacement lr=0.09,-0.0015572749718558044,0.0014252847844428579,-0.0028065921686574674,-0.0003079577750541415,9.390996e-06,0.0,0.004239060916006565,-0.036564648151397705,0.09,sgd_replacement
27,sgd_replacement lr=0.09,-0.0014361488700160407,0.0013250646184440212,-0.0025976192180929367,-0.00027467852193914467,8.6922555e-06,0.0,0.004742437042295933,-0.036892421543598175,0.09,sgd_replacement
28,sgd_replacement lr=0.09,-0.001665548801247496,0.0016337387253154202,-0.0030975839333809174,-0.00023351366911407477,9.245834e-06,0.0,0.004713995847851038,-0.037733741104602814,0.09,sgd_replacement
29,sgd_replacement lr=0.09,-0.001782546000322327,0.0018105380845257675,-0.0033695526036002623,-0.00019553939704439172,1.11457775e-05,0.0,0.0049066366627812386,-0.03879556059837341,0.09,sgd_replacement
30,sgd_replacement lr=0.09,-0.0014487800654023886,0.0020176428277634256,-0.003217321980142405,0.0003197618493376278,1.0540803e-05,0.0,0.0055727893486619,-0.03964916989207268,0.09,sgd_replacement
31,sgd_replacement lr=0.09,-0.0014041128724784357,0.0022524555143708116,-0.003378477181877972,0.0005702514369211003,1.1851617e-05,0.0,0.005777815356850624,-0.04089077562093735,0.09,sgd_replacement
32,sgd_replacement lr=0.09,-0.001259455125546083,0.002193518354188167,-0.0031821587362904982,0.0006632484851983322,1.256399e-05,0.0,0.006115260533988476,-0.04155709594488144,0.09,sgd_replacement
33,sgd_replacement lr=0.09,-0.0014028547098860144,0.002261984707734923,-0.003385571725545645,0.0005798623057736161,1.3720973e-05,0.0,0.006127466447651386,-0.04259748011827469,0.09,sgd_replacement
34,sgd_replacement lr=0.09,-0.0017590217525139452,0.0023908543258997932,-0.0038546979689424036,0.0003366544639145132,1.5070684e-05,0.0,0.0063798921182751656,-0.044030435383319855,0.09,sgd_replacement
35,sgd_replacement lr=0.09,-0.0016897616907954216,0.0023631935999471293,-0.003761192211917317,0.00038166883032647396,1.588239e-05,0.0,0.006817088928073645,-0.04601943492889404,0.09,sgd_replacement
36,sgd_replacement lr=0.09,-0.0021517823915928602,0.0027280573162167883,-0.0045430300609788,0.00023946527779307968,1.8442357e-05,0.0,0.006528366357088089,-0.04757067561149597,0.09,sgd_replacement
37,sgd_replacement lr=0.09,-0.0024938594782724977,0.002820814495160446,-0.0049664123998059365,-2.1306556739058517e-05,2.0210504e-05,0.0,0.0066306693479418755,-0.049515850841999054,0.09,sgd_replacement
38,sgd_replacement lr=0.09,-0.00251776825170964,0.003006572436427019,-0.005153145187783807,0.00011760868436452724,1.9754078e-05,0.0,0.006801173090934753,-0.05121772363781929,0.09,sgd_replacement
39,sgd_replacement lr=0.09,-0.0025852014310657977,0.003196478015172969,-0.005387037946225861,0.00021663508409426472,2.128582e-05,0.0,0.007167657371610403,-0.05216904729604721,0.09,sgd_replacement
40,sgd_replacement lr=0.09,-0.002412512432783842,0.003402249648067299,-0.005394715736669103,0.0005696908711014187,2.3235558e-05,0.0,0.007678111549466848,-0.0540221706032753,0.09,sgd_replacement
41,sgd_replacement lr=0.09,-0.002185159712098539,0.0033956017140906237,-0.005161535844929344,0.0007912164207322654,2.3848484e-05,0.0,0.008375948294997215,-0.05524323508143425,0.09,sgd_replacement
42,sgd_replacement lr=0.09,-0.001966083887964487,0.0032116596741283113,-0.0047812277139272115,0.0008490599379982378,2.5654726e-05,0.0,0.008976547047495842,-0.05666595697402954,0.09,sgd_replacement
43,sgd_replacement lr=0.09,-0.0017823272151872515,0.0033293262425444304,-0.004700610335847745,0.0011359559054732412,2.8124947e-05,0.0,0.009821457788348198,-0.05891437083482742,0.09,sgd_replacement
44,sgd_replacement lr=0.09,-0.001890649041160941,0.0031003415695718475,-0.00460821824634911,0.0008269201640272283,2.7418098e-05,0.0,0.010302111506462097,-0.060301847755908966,0.09,sgd_replacement
45,sgd_replacement lr=0.09,-0.0018605513498187066,0.0030957684259932563,-0.004574112017921138,0.0008530093182837247,2.5391862e-05,0.0,0.010611692443490028,-0.06148090213537216,0.09,sgd_replacement
